trip_id,year,month,season,origin_country,destination_country,travel_purpose,traveler_type,num_travelers,duration_nights
TRP0005087,2019,7,Autumn (Sep-Nov),France,Spain,Religious/Pilgrimage,Solo,1,16
TRP0005088,2024,9,Summer (Jun-Aug),Australia,USA,Leisure/Tourism,Family,4,7
TRP0005089,2022,6,Winter (Dec-Feb),Turkey,USA,Religious/Pilgrimage,Family,3,6
TRP0005090,2019,10,Winter (Dec-Feb),UAE,UK,Medical Tourism,Solo,1,19
TRP0005091,2023,6,Autumn (Sep-Nov),Italy,Turkey,Leisure/Tourism,Solo,1,12
TRP0005092,2023,10,Summer (Jun-Aug),China,Thailand,Medical Tourism,Couple,2,14
TRP0005093,2024,2,Summer (Jun-Aug),Spain,Malaysia,Business,Family,6,4
TRP0005094,2022,6,Winter (Dec-Feb),Canada,Turkey,Honeymoon,Solo,1,12
TRP0005095,2023,11,Winter (Dec-Feb),UK,New Zealand,Adventure/Sports,Business Traveler,1,19
TRP0005096,2021,2,Spring (Mar-May),Germany,Italy,Business,Family,5,5
TRP0005097,2020,12,Winter (Dec-Feb),Russia,Morocco,Business,Couple,1,5
TRP0005098,2022,10,Winter (Dec-Feb),USA,Canada,Adventure/Sports,Solo,1,4
TRP0005099,2020,12,Autumn (Sep-Nov),Russia,UAE,Medical Tourism,Solo,1,8
TRP0005100,2024,4,Summer (Jun-Aug),Mexico,USA,Leisure/Tourism,Backpacker,2,16
TRP0005101,2019,9,Summer (Jun-Aug),UK,France,Leisure/Tourism,Solo,1,16
TRP0005102,2024,10,Spring (Mar-May),Canada,USA,Leisure/Tourism,Business Traveler,1,13
TRP0005103,2024,1,Winter (Dec-Feb),Australia,Egypt,Digital Nomad,Couple,1,27
TRP0005104,2023,8,Autumn (Sep-Nov),Brazil,Singapore,Leisure/Tourism,Family,5,17
TRP0005105,2024,6,Summer (Jun-Aug),Brazil,Spain,Business,Family,3,2
TRP0005106,2022,1,Winter (Dec-Feb),Russia,Switzerland,Business,Family,4,4
TRP0005107,2024,12,Winter (Dec-Feb),Russia,New Zealand,Medical Tourism,Business Traveler,1,22
TRP0005108,2022,4,Autumn (Sep-Nov),Pakistan,Japan,Leisure/Tourism,Group Tour,26,9
TRP0005109,2019,8,Spring (Mar-May),Pakistan,Maldives,Leisure/Tourism,Family,6,16
TRP0005110,2023,8,Spring (Mar-May),Turkey,Italy,Medical Tourism,Couple,2,20
TRP0005111,2023,4,Spring (Mar-May),UAE,UK,Business,Group Tour,14,3
TRP0005112,2021,10,Winter (Dec-Feb),UK,France,Cultural Exchange,Solo,1,11
TRP0005113,2024,12,Spring (Mar-May),China,Egypt,Business,Backpacker,1,2
TRP0005114,2024,1,Summer (Jun-Aug),UK,UAE,Medical Tourism,Group Tour,26,22
TRP0005115,2022,1,Spring (Mar-May),Brazil,France,Cultural Exchange,Family,6,6
TRP0005116,2024,4,Spring (Mar-May),UK,Singapore,Honeymoon,Solo,1,8
TRP0005117,2019,4,Summer (Jun-Aug),UK,Greece,Leisure/Tourism,Business Traveler,1,13
TRP0005118,2022,10,Spring (Mar-May),Mexico,Indonesia,Leisure/Tourism,Couple,1,19
TRP0005119,2024,9,Winter (Dec-Feb),USA,Thailand,Honeymoon,Group Tour,12,20
TRP0005120,2022,11,Spring (Mar-May),Brazil,France,Leisure/Tourism,Solo,1,17
TRP0005121,2022,12,Spring (Mar-May),Pakistan,Japan,Leisure/Tourism,Backpacker,1,14
TRP0005122,2022,10,Summer (Jun-Aug),UK,Switzerland,Leisure/Tourism,Family,4,14
TRP0005123,2023,3,Autumn (Sep-Nov),Saudi Arabia,Australia,Business,Couple,1,6
TRP0005124,2019,4,Summer (Jun-Aug),Spain,Spain,Leisure/Tourism,Group Tour,21,4
TRP0005125,2023,8,Spring (Mar-May),Italy,Morocco,Leisure/Tourism,Couple,2,13
TRP0005126,2021,4,Summer (Jun-Aug),Netherlands,Malaysia,Digital Nomad,Couple,2,69
TRP0005127,2024,8,Autumn (Sep-Nov),Pakistan,Australia,Leisure/Tourism,Family,5,18
TRP0005128,2023,7,Autumn (Sep-Nov),Germany,Canada,Honeymoon,Backpacker,2,9
TRP0005129,2024,6,Spring (Mar-May),Japan,Morocco,Adventure/Sports,Business Traveler,1,19
TRP0005130,2022,4,Autumn (Sep-Nov),Brazil,New Zealand,Leisure/Tourism,Group Tour,10,8
TRP0005131,2023,1,Summer (Jun-Aug),Spain,Thailand,Leisure/Tourism,Group Tour,8,12
TRP0005132,2021,2,Spring (Mar-May),Italy,Maldives,Honeymoon,Couple,1,19
TRP0005133,2024,9,Spring (Mar-May),Japan,Greece,Religious/Pilgrimage,Group Tour,10,12
TRP0005134,2024,10,Spring (Mar-May),Germany,New Zealand,Business,Group Tour,27,5
TRP0005135,2023,8,Spring (Mar-May),South Korea,Malaysia,Leisure/Tourism,Family,4,3
TRP0005136,2024,9,Winter (Dec-Feb),USA,Spain,Business,Backpacker,1,4
TRP0005137,2023,4,Spring (Mar-May),UK,USA,Family Visit,Couple,2,9
TRP0005138,2024,3,Summer (Jun-Aug),Spain,Thailand,Family Visit,Couple,1,12
TRP0005139,2019,11,Autumn (Sep-Nov),South Korea,Malaysia,Medical Tourism,Couple,1,19
TRP0005140,2020,9,Summer (Jun-Aug),UK,Malaysia,Leisure/Tourism,Solo,1,13
TRP0005141,2022,11,Autumn (Sep-Nov),Saudi Arabia,Italy,Leisure/Tourism,Couple,2,10
TRP0005142,2023,5,Winter (Dec-Feb),Japan,Morocco,Adventure/Sports,Family,3,6
TRP0005143,2023,7,Autumn (Sep-Nov),France,Canada,Education,Family,5,73
TRP0005144,2023,1,Autumn (Sep-Nov),France,Singapore,Religious/Pilgrimage,Backpacker,2,7
TRP0005145,2020,2,Winter (Dec-Feb),Spain,Spain,Leisure/Tourism,Couple,1,10
TRP0005146,2024,5,Spring (Mar-May),Pakistan,Spain,Leisure/Tourism,Group Tour,19,20
TRP0005147,2024,3,Summer (Jun-Aug),Brazil,Turkey,Business,Solo,1,4
TRP0005148,2021,9,Winter (Dec-Feb),Brazil,Turkey,Religious/Pilgrimage,Couple,1,19
TRP0005149,2020,12,Spring (Mar-May),South Korea,Thailand,Digital Nomad,Family,5,47
TRP0005150,2019,9,Winter (Dec-Feb),Saudi Arabia,USA,Family Visit,Group Tour,23,16
TRP0005151,2023,3,Autumn (Sep-Nov),France,Turkey,Leisure/Tourism,Family,6,19
TRP0005152,2022,10,Summer (Jun-Aug),UK,Italy,Business,Backpacker,2,3
TRP0005153,2020,12,Autumn (Sep-Nov),Turkey,Egypt,Business,Group Tour,9,6
TRP0005154,2021,3,Summer (Jun-Aug),Italy,UK,Leisure/Tourism,Couple,1,10
TRP0005155,2024,2,Spring (Mar-May),Canada,France,Adventure/Sports,Couple,2,6
TRP0005156,2022,7,Spring (Mar-May),UAE,France,Leisure/Tourism,Solo,1,12
TRP0005157,2024,3,Spring (Mar-May),Spain,UK,Family Visit,Business Traveler,1,10
TRP0005158,2019,5,Autumn (Sep-Nov),UAE,Greece,Leisure/Tourism,Family,3,18
TRP0005159,2022,7,Autumn (Sep-Nov),Netherlands,France,Leisure/Tourism,Family,3,15
TRP0005160,2024,3,Autumn (Sep-Nov),Italy,Turkey,Adventure/Sports,Solo,1,17
TRP0005161,2022,12,Summer (Jun-Aug),Russia,Switzerland,Business,Solo,1,4
TRP0005162,2023,9,Spring (Mar-May),France,UK,Leisure/Tourism,Group Tour,10,5
TRP0005163,2022,7,Winter (Dec-Feb),Netherlands,Egypt,Leisure/Tourism,Couple,2,6
TRP0005164,2023,4,Winter (Dec-Feb),Brazil,New Zealand,Honeymoon,Solo,1,11
TRP0005165,2019,4,Summer (Jun-Aug),South Korea,France,Medical Tourism,Solo,1,16
TRP0005166,2021,7,Autumn (Sep-Nov),Germany,Switzerland,Leisure/Tourism,Solo,1,18
TRP0005167,2024,4,Summer (Jun-Aug),India,UAE,Medical Tourism,Couple,2,26
TRP0005168,2024,5,Autumn (Sep-Nov),Brazil,Singapore,Religious/Pilgrimage,Couple,1,10
TRP0005169,2023,8,Spring (Mar-May),USA,Australia,Religious/Pilgrimage,Family,3,7
TRP0005170,2024,5,Spring (Mar-May),USA,New Zealand,Family Visit,Solo,1,14
TRP0005171,2019,7,Summer (Jun-Aug),South Korea,UK,Adventure/Sports,Business Traveler,1,20
TRP0005172,2019,7,Winter (Dec-Feb),Pakistan,Indonesia,Cultural Exchange,Family,6,4
TRP0005173,2019,7,Winter (Dec-Feb),Pakistan,Italy,Leisure/Tourism,Couple,1,3
TRP0005174,2022,1,Summer (Jun-Aug),Netherlands,Italy,Leisure/Tourism,Family,4,14
TRP0005175,2024,10,Summer (Jun-Aug),Canada,Australia,Leisure/Tourism,Family,3,19
TRP0005176,2023,12,Winter (Dec-Feb),Spain,Turkey,Business,Solo,1,2
TRP0005177,2024,6,Spring (Mar-May),Brazil,Japan,Adventure/Sports,Family,5,9
TRP0005178,2019,1,Spring (Mar-May),Australia,Malaysia,Leisure/Tourism,Solo,1,18
TRP0005179,2024,3,Spring (Mar-May),Turkey,Morocco,Digital Nomad,Backpacker,2,23
TRP0005180,2020,6,Autumn (Sep-Nov),Italy,Australia,Leisure/Tourism,Solo,1,8
TRP0005181,2023,10,Summer (Jun-Aug),Spain,Egypt,Business,Solo,1,4
TRP0005182,2024,3,Summer (Jun-Aug),Russia,Greece,Family Visit,Group Tour,19,12
TRP0005183,2024,4,Spring (Mar-May),Turkey,Greece,Leisure/Tourism,Family,6,5
TRP0005184,2023,7,Autumn (Sep-Nov),Saudi Arabia,USA,Family Visit,Couple,2,10
TRP0005185,2022,9,Spring (Mar-May),Australia,Singapore,Leisure/Tourism,Family,6,12
TRP0005186,2022,8,Spring (Mar-May),Brazil,New Zealand,Leisure/Tourism,Business Traveler,1,18
TRP0005187,2022,11,Spring (Mar-May),UK,Morocco,Medical Tourism,Group Tour,20,29
TRP0005188,2024,1,Autumn (Sep-Nov),Netherlands,Spain,Leisure/Tourism,Group Tour,21,17
TRP0005189,2024,9,Summer (Jun-Aug),South Korea,USA,Leisure/Tourism,Solo,1,8
TRP0005190,2019,12,Winter (Dec-Feb),Japan,Maldives,Adventure/Sports,Backpacker,1,6
TRP0005191,2023,5,Winter (Dec-Feb),Italy,Morocco,Business,Family,5,3
TRP0005192,2024,10,Winter (Dec-Feb),France,Egypt,Religious/Pilgrimage,Group Tour,25,12
TRP0005193,2022,10,Autumn (Sep-Nov),Japan,Egypt,Honeymoon,Business Traveler,1,14
TRP0005194,2020,3,Autumn (Sep-Nov),Spain,Indonesia,Leisure/Tourism,Solo,1,18
TRP0005195,2021,1,Spring (Mar-May),UK,Italy,Education,Solo,1,163
TRP0005196,2020,6,Summer (Jun-Aug),Russia,Morocco,Leisure/Tourism,Business Traveler,1,18
TRP0005197,2020,2,Winter (Dec-Feb),Japan,Italy,Religious/Pilgrimage,Group Tour,14,12
TRP0005198,2021,10,Spring (Mar-May),Pakistan,Malaysia,Leisure/Tourism,Couple,1,6
TRP0005199,2024,12,Winter (Dec-Feb),UAE,Canada,Medical Tourism,Couple,2,27
TRP0005200,2023,5,Autumn (Sep-Nov),Saudi Arabia,Egypt,Leisure/Tourism,Group Tour,20,19
TRP0005201,2023,11,Spring (Mar-May),India,Singapore,Leisure/Tourism,Family,6,3
TRP0005202,2023,8,Summer (Jun-Aug),Germany,Australia,Education,Family,4,71
TRP0005203,2024,7,Summer (Jun-Aug),UK,USA,Family Visit,Business Traveler,1,12
TRP0005204,2023,11,Winter (Dec-Feb),France,Italy,Education,Family,6,90
TRP0005205,2019,3,Autumn (Sep-Nov),Turkey,Morocco,Leisure/Tourism,Couple,1,12
TRP0005206,2021,7,Winter (Dec-Feb),Spain,USA,Leisure/Tourism,Couple,2,6
TRP0005207,2023,10,Summer (Jun-Aug),South Korea,UK,Education,Group Tour,16,170
TRP0005208,2024,10,Autumn (Sep-Nov),China,Thailand,Medical Tourism,Backpacker,2,23
TRP0005209,2024,12,Summer (Jun-Aug),Germany,Japan,Business,Couple,2,3
TRP0005210,2024,11,Summer (Jun-Aug),France,Spain,Adventure/Sports,Solo,1,4
TRP0005211,2023,9,Summer (Jun-Aug),Turkey,Canada,Leisure/Tourism,Solo,1,19
TRP0005212,2024,8,Spring (Mar-May),Turkey,Japan,Digital Nomad,Group Tour,23,16
TRP0005213,2023,3,Autumn (Sep-Nov),Spain,Singapore,Leisure/Tourism,Family,4,5
TRP0005214,2023,8,Autumn (Sep-Nov),USA,Japan,Leisure/Tourism,Group Tour,18,19
TRP0005215,2019,1,Spring (Mar-May),Italy,Switzerland,Religious/Pilgrimage,Solo,1,17
TRP0005216,2024,3,Summer (Jun-Aug),Germany,UAE,Honeymoon,Business Traveler,1,18
TRP0005217,2024,2,Winter (Dec-Feb),Brazil,Australia,Family Visit,Family,6,16
TRP0005218,2024,7,Autumn (Sep-Nov),UAE,UAE,Business,Group Tour,10,6
TRP0005219,2022,4,Winter (Dec-Feb),Mexico,Canada,Leisure/Tourism,Couple,1,6
TRP0005220,2019,2,Spring (Mar-May),UAE,France,Leisure/Tourism,Backpacker,2,7
TRP0005221,2022,11,Spring (Mar-May),China,Singapore,Leisure/Tourism,Family,6,13
TRP0005222,2024,3,Summer (Jun-Aug),Turkey,Canada,Business,Business Traveler,1,6
TRP0005223,2023,4,Autumn (Sep-Nov),Spain,Indonesia,Education,Family,5,124
TRP0005224,2024,5,Spring (Mar-May),USA,Canada,Religious/Pilgrimage,Solo,1,9
TRP0005225,2019,4,Autumn (Sep-Nov),France,Indonesia,Leisure/Tourism,Backpacker,1,8
TRP0005226,2023,5,Winter (Dec-Feb),Italy,Thailand,Leisure/Tourism,Family,3,12
TRP0005227,2022,2,Summer (Jun-Aug),South Korea,Malaysia,Leisure/Tourism,Backpacker,1,17
TRP0005228,2022,4,Spring (Mar-May),USA,UK,Honeymoon,Solo,1,15
TRP0005229,2022,1,Summer (Jun-Aug),Pakistan,Egypt,Leisure/Tourism,Solo,1,15
TRP0005230,2024,1,Winter (Dec-Feb),Mexico,Japan,Honeymoon,Business Traveler,1,20
TRP0005231,2020,6,Autumn (Sep-Nov),Germany,USA,Education,Group Tour,16,45
TRP0005232,2021,4,Autumn (Sep-Nov),South Korea,Italy,Cultural Exchange,Couple,1,16
TRP0005233,2024,7,Spring (Mar-May),USA,USA,Family Visit,Group Tour,27,16
TRP0005234,2019,7,Winter (Dec-Feb),India,Morocco,Leisure/Tourism,Group Tour,18,19
TRP0005235,2024,7,Summer (Jun-Aug),India,UK,Family Visit,Couple,1,8
TRP0005236,2023,10,Spring (Mar-May),Russia,UK,Leisure/Tourism,Solo,1,4
TRP0005237,2020,1,Summer (Jun-Aug),South Korea,Japan,Religious/Pilgrimage,Family,4,7
TRP0005238,2023,8,Winter (Dec-Feb),Spain,Spain,Business,Group Tour,9,6
TRP0005239,2024,2,Spring (Mar-May),Pakistan,Malaysia,Leisure/Tourism,Couple,1,16
TRP0005240,2023,9,Autumn (Sep-Nov),France,France,Medical Tourism,Business Traveler,1,9
TRP0005241,2022,5,Spring (Mar-May),Turkey,Switzerland,Business,Backpacker,1,5
TRP0005242,2023,10,Summer (Jun-Aug),Australia,UAE,Adventure/Sports,Group Tour,26,7
TRP0005243,2023,11,Spring (Mar-May),Canada,Morocco,Leisure/Tourism,Group Tour,10,6
TRP0005244,2024,8,Summer (Jun-Aug),Italy,Italy,Digital Nomad,Solo,1,20
TRP0005245,2019,3,Summer (Jun-Aug),India,Australia,Leisure/Tourism,Solo,1,9
TRP0005246,2023,8,Spring (Mar-May),South Korea,Singapore,Religious/Pilgrimage,Solo,1,14
TRP0005247,2024,7,Autumn (Sep-Nov),Italy,Turkey,Family Visit,Group Tour,21,8
TRP0005248,2019,5,Winter (Dec-Feb),Brazil,Italy,Leisure/Tourism,Solo,1,14
TRP0005249,2022,3,Spring (Mar-May),Netherlands,Spain,Honeymoon,Business Traveler,1,14
TRP0005250,2024,12,Summer (Jun-Aug),Italy,Turkey,Honeymoon,Family,3,16
TRP0005251,2022,3,Winter (Dec-Feb),Canada,Malaysia,Education,Business Traveler,1,76
TRP0005252,2023,7,Winter (Dec-Feb),France,USA,Adventure/Sports,Couple,2,5
TRP0005253,2019,6,Autumn (Sep-Nov),USA,UK,Cultural Exchange,Family,4,14
TRP0005254,2024,7,Summer (Jun-Aug),France,Italy,Honeymoon,Couple,2,15
TRP0005255,2023,10,Autumn (Sep-Nov),Saudi Arabia,Maldives,Leisure/Tourism,Solo,1,19
TRP0005256,2024,1,Summer (Jun-Aug),Mexico,Morocco,Medical Tourism,Couple,1,10
TRP0005257,2023,7,Summer (Jun-Aug),UK,Turkey,Leisure/Tourism,Business Traveler,1,5
TRP0005258,2024,7,Summer (Jun-Aug),Turkey,Indonesia,Education,Family,3,126
TRP0005259,2024,10,Spring (Mar-May),South Korea,Japan,Business,Backpacker,2,5
TRP0005260,2024,5,Autumn (Sep-Nov),UAE,Australia,Religious/Pilgrimage,Group Tour,13,5
TRP0005261,2023,10,Summer (Jun-Aug),Russia,Italy,Education,Backpacker,2,66
TRP0005262,2019,12,Autumn (Sep-Nov),UK,Australia,Religious/Pilgrimage,Group Tour,17,18
TRP0005263,2024,8,Winter (Dec-Feb),Germany,Indonesia,Medical Tourism,Solo,1,23
TRP0005264,2022,2,Winter (Dec-Feb),Turkey,UK,Leisure/Tourism,Couple,1,13
TRP0005265,2022,6,Spring (Mar-May),Mexico,Greece,Leisure/Tourism,Solo,1,13
TRP0005266,2024,4,Spring (Mar-May),Canada,Greece,Leisure/Tourism,Family,3,9
TRP0005267,2024,3,Winter (Dec-Feb),Spain,Maldives,Leisure/Tourism,Business Traveler,1,19
TRP0005268,2024,2,Winter (Dec-Feb),Mexico,Maldives,Business,Solo,1,5
TRP0005269,2022,4,Spring (Mar-May),Netherlands,Turkey,Religious/Pilgrimage,Group Tour,12,9
TRP0005270,2024,8,Spring (Mar-May),Mexico,New Zealand,Leisure/Tourism,Couple,1,16
TRP0005271,2021,1,Autumn (Sep-Nov),Japan,UAE,Leisure/Tourism,Backpacker,1,9
TRP0005272,2024,10,Summer (Jun-Aug),Brazil,USA,Leisure/Tourism,Couple,1,9
TRP0005273,2024,12,Spring (Mar-May),UK,Turkey,Leisure/Tourism,Solo,1,9
TRP0005274,2019,4,Winter (Dec-Feb),Germany,Canada,Leisure/Tourism,Business Traveler,1,6
TRP0005275,2023,3,Winter (Dec-Feb),Australia,UK,Leisure/Tourism,Solo,1,17
TRP0005276,2022,1,Spring (Mar-May),Russia,Australia,Medical Tourism,Solo,1,13
TRP0005277,2020,3,Summer (Jun-Aug),Turkey,Egypt,Medical Tourism,Couple,2,8
TRP0005278,2024,3,Autumn (Sep-Nov),Netherlands,Maldives,Leisure/Tourism,Business Traveler,1,7
TRP0005279,2019,6,Autumn (Sep-Nov),USA,UAE,Cultural Exchange,Solo,1,14
TRP0005280,2020,5,Autumn (Sep-Nov),France,Singapore,Leisure/Tourism,Backpacker,1,19
TRP0005281,2024,8,Spring (Mar-May),South Korea,Malaysia,Religious/Pilgrimage,Family,4,14
TRP0005282,2022,6,Summer (Jun-Aug),Australia,France,Business,Family,5,4
TRP0005283,2024,7,Spring (Mar-May),Russia,New Zealand,Digital Nomad,Family,5,24
TRP0005284,2023,4,Winter (Dec-Feb),Canada,Japan,Leisure/Tourism,Business Traveler,1,14
TRP0005285,2022,10,Spring (Mar-May),Italy,France,Business,Solo,1,6
TRP0005286,2024,2,Winter (Dec-Feb),Turkey,Greece,Honeymoon,Family,6,16
TRP0005287,2024,5,Autumn (Sep-Nov),Saudi Arabia,Morocco,Leisure/Tourism,Solo,1,19
TRP0005288,2023,3,Autumn (Sep-Nov),Netherlands,New Zealand,Adventure/Sports,Business Traveler,1,11
TRP0005289,2019,3,Winter (Dec-Feb),France,Morocco,Education,Family,6,144
TRP0005290,2023,1,Autumn (Sep-Nov),Pakistan,Spain,Religious/Pilgrimage,Family,6,16
TRP0005291,2019,6,Summer (Jun-Aug),Canada,Japan,Family Visit,Couple,2,17
TRP0005292,2019,8,Winter (Dec-Feb),Netherlands,Italy,Cultural Exchange,Couple,2,9
TRP0005293,2023,1,Winter (Dec-Feb),Turkey,USA,Leisure/Tourism,Family,3,7
TRP0005294,2022,8,Winter (Dec-Feb),Italy,Egypt,Medical Tourism,Couple,1,19
TRP0005295,2022,2,Winter (Dec-Feb),Pakistan,UAE,Leisure/Tourism,Group Tour,9,12
TRP0005296,2019,8,Winter (Dec-Feb),USA,France,Business,Group Tour,21,5
TRP0005297,2023,6,Winter (Dec-Feb),Russia,UK,Honeymoon,Backpacker,2,15
TRP0005298,2019,7,Spring (Mar-May),Netherlands,Canada,Family Visit,Group Tour,26,13
TRP0005299,2024,9,Summer (Jun-Aug),Saudi Arabia,Australia,Leisure/Tourism,Solo,1,13
TRP0005300,2023,3,Summer (Jun-Aug),Pakistan,Japan,Leisure/Tourism,Solo,1,6
TRP0005301,2023,7,Winter (Dec-Feb),Saudi Arabia,France,Leisure/Tourism,Family,6,16
TRP0005302,2024,8,Autumn (Sep-Nov),Pakistan,Japan,Family Visit,Solo,1,16
TRP0005303,2024,5,Summer (Jun-Aug),USA,Morocco,Adventure/Sports,Solo,1,18
TRP0005304,2019,9,Autumn (Sep-Nov),Mexico,New Zealand,Leisure/Tourism,Solo,1,6
TRP0005305,2024,2,Spring (Mar-May),UAE,France,Leisure/Tourism,Family,6,6
TRP0005306,2024,4,Spring (Mar-May),China,USA,Religious/Pilgrimage,Group Tour,14,19
TRP0005307,2024,4,Winter (Dec-Feb),Australia,UAE,Religious/Pilgrimage,Backpacker,1,19
TRP0005308,2022,2,Summer (Jun-Aug),China,Malaysia,Education,Family,6,56
TRP0005309,2024,5,Autumn (Sep-Nov),Germany,Singapore,Business,Group Tour,11,2
TRP0005310,2023,1,Autumn (Sep-Nov),Pakistan,Canada,Leisure/Tourism,Solo,1,17
TRP0005311,2024,9,Spring (Mar-May),South Korea,Switzerland,Business,Solo,1,3
TRP0005312,2024,11,Summer (Jun-Aug),UAE,Canada,Leisure/Tourism,Business Traveler,1,5
TRP0005313,2024,3,Summer (Jun-Aug),India,Greece,Business,Business Traveler,1,6
TRP0005314,2024,12,Winter (Dec-Feb),Brazil,Egypt,Cultural Exchange,Solo,1,13
TRP0005315,2021,3,Summer (Jun-Aug),UK,Singapore,Leisure/Tourism,Family,3,11
TRP0005316,2019,5,Winter (Dec-Feb),Turkey,Maldives,Honeymoon,Couple,1,9
TRP0005317,2019,5,Spring (Mar-May),UAE,Maldives,Family Visit,Solo,1,10
TRP0005318,2024,1,Autumn (Sep-Nov),Netherlands,Malaysia,Business,Family,4,2
TRP0005319,2024,3,Spring (Mar-May),Brazil,Egypt,Leisure/Tourism,Business Traveler,1,16
TRP0005320,2023,6,Autumn (Sep-Nov),Japan,Spain,Adventure/Sports,Solo,1,16
TRP0005321,2021,3,Summer (Jun-Aug),Japan,UAE,Leisure/Tourism,Couple,1,17
TRP0005322,2022,4,Winter (Dec-Feb),China,Spain,Leisure/Tourism,Family,4,8
TRP0005323,2023,5,Spring (Mar-May),India,Malaysia,Family Visit,Business Traveler,1,17
TRP0005324,2021,11,Winter (Dec-Feb),South Korea,Morocco,Adventure/Sports,Backpacker,1,3
TRP0005325,2023,4,Winter (Dec-Feb),Germany,Turkey,Leisure/Tourism,Couple,1,13
TRP0005326,2023,8,Winter (Dec-Feb),Japan,Spain,Education,Business Traveler,1,124
TRP0005327,2023,5,Summer (Jun-Aug),Turkey,New Zealand,Religious/Pilgrimage,Family,5,10
TRP0005328,2019,12,Spring (Mar-May),Mexico,Australia,Business,Group Tour,16,4
TRP0005329,2024,4,Autumn (Sep-Nov),Japan,New Zealand,Leisure/Tourism,Family,5,18
TRP0005330,2021,6,Spring (Mar-May),Japan,Morocco,Family Visit,Couple,2,14
TRP0005331,2019,9,Winter (Dec-Feb),Japan,Australia,Medical Tourism,Backpacker,2,29
TRP0005332,2024,1,Winter (Dec-Feb),Brazil,Japan,Leisure/Tourism,Solo,1,4
TRP0005333,2023,6,Winter (Dec-Feb),Brazil,Greece,Honeymoon,Couple,2,18
TRP0005334,2024,8,Winter (Dec-Feb),Saudi Arabia,Switzerland,Family Visit,Family,5,5
TRP0005335,2019,12,Winter (Dec-Feb),Germany,Japan,Religious/Pilgrimage,Family,5,19
TRP0005336,2023,3,Winter (Dec-Feb),Italy,Greece,Leisure/Tourism,Backpacker,1,20
TRP0005337,2023,11,Autumn (Sep-Nov),China,New Zealand,Leisure/Tourism,Backpacker,2,9
TRP0005338,2023,10,Summer (Jun-Aug),Saudi Arabia,Italy,Medical Tourism,Couple,1,19
TRP0005339,2019,9,Spring (Mar-May),USA,USA,Leisure/Tourism,Couple,2,11
TRP0005340,2023,12,Autumn (Sep-Nov),Turkey,Switzerland,Leisure/Tourism,Couple,1,13
TRP0005341,2022,4,Summer (Jun-Aug),Russia,USA,Business,Backpacker,2,6
TRP0005342,2024,2,Spring (Mar-May),Pakistan,Indonesia,Leisure/Tourism,Solo,1,14
TRP0005343,2019,2,Winter (Dec-Feb),Russia,New Zealand,Adventure/Sports,Couple,2,9
TRP0005344,2019,8,Spring (Mar-May),Netherlands,Switzerland,Leisure/Tourism,Couple,2,6
TRP0005345,2021,12,Winter (Dec-Feb),UK,Greece,Business,Group Tour,14,6
TRP0005346,2023,3,Autumn (Sep-Nov),UAE,New Zealand,Business,Family,5,6
TRP0005347,2023,4,Summer (Jun-Aug),Italy,Canada,Leisure/Tourism,Group Tour,21,4
TRP0005348,2022,9,Autumn (Sep-Nov),UK,Switzerland,Honeymoon,Couple,1,9
TRP0005349,2024,2,Summer (Jun-Aug),UK,Greece,Cultural Exchange,Couple,1,11
TRP0005350,2022,12,Summer (Jun-Aug),Brazil,Singapore,Business,Backpacker,1,2
TRP0005351,2019,3,Summer (Jun-Aug),USA,Canada,Leisure/Tourism,Solo,1,8
TRP0005352,2024,5,Autumn (Sep-Nov),Canada,Egypt,Medical Tourism,Group Tour,27,24
TRP0005353,2021,9,Summer (Jun-Aug),Canada,New Zealand,Religious/Pilgrimage,Couple,2,12
TRP0005354,2023,9,Winter (Dec-Feb),Germany,Indonesia,Leisure/Tourism,Family,6,15
TRP0005355,2019,10,Summer (Jun-Aug),USA,Italy,Business,Family,4,6
TRP0005356,2019,3,Autumn (Sep-Nov),Australia,Turkey,Leisure/Tourism,Group Tour,22,10
TRP0005357,2023,10,Spring (Mar-May),China,Malaysia,Medical Tourism,Couple,2,20
TRP0005358,2021,9,Winter (Dec-Feb),France,Morocco,Family Visit,Business Traveler,1,18
TRP0005359,2020,2,Spring (Mar-May),India,Morocco,Business,Family,4,5
TRP0005360,2024,11,Spring (Mar-May),Russia,New Zealand,Leisure/Tourism,Business Traveler,1,14
TRP0005361,2021,5,Spring (Mar-May),South Korea,Morocco,Adventure/Sports,Group Tour,9,14
TRP0005362,2022,12,Spring (Mar-May),UK,Thailand,Business,Couple,1,2
TRP0005363,2023,1,Spring (Mar-May),UAE,Morocco,Leisure/Tourism,Solo,1,17
TRP0005364,2022,6,Winter (Dec-Feb),India,Maldives,Leisure/Tourism,Couple,1,18
TRP0005365,2024,10,Winter (Dec-Feb),USA,Italy,Adventure/Sports,Group Tour,24,14
TRP0005366,2022,2,Winter (Dec-Feb),Italy,Singapore,Business,Group Tour,8,6
TRP0005367,2019,2,Winter (Dec-Feb),South Korea,Spain,Leisure/Tourism,Solo,1,3
TRP0005368,2022,5,Spring (Mar-May),UK,Morocco,Family Visit,Couple,2,16
TRP0005369,2022,8,Spring (Mar-May),Japan,Switzerland,Education,Solo,1,39
TRP0005370,2024,3,Spring (Mar-May),China,Italy,Leisure/Tourism,Family,6,17
